Whisky,Meta Critic,STDEV,#,Cost,Class,Super Cluster,Cluster,Country,Type
Barrell Bourbon New Years Batch 2017,8.86,0.3,3,$$$$$,Bourbon-like,,R3,USA,Bourbon
Pappy Van Winkle Family Reserve Bourbon 23yo,8.85,0.4,9,$$$$$+,Bourbon-like,,R0,USA,Bourbon
Wild Turkey Master's Keep Decades,8.85,0.61,11,$$$$$,Bourbon-like,,R2,USA,Bourbon
Willett Family Estate 5yo Bourbon,8.85,0.12,3,$$$,Bourbon-like,,R2,USA,Bourbon
Barrell Bourbon Batch 009,8.84,0.19,6,$$$$,Bourbon-like,,R3,USA,Bourbon
W.L. Weller 12yo,8.84,0.17,19,$$$$$,Bourbon-like,,R0,USA,Bourbon
Colonel E.H. Taylor Four Grain,8.83,0.3,10,$$$$,Bourbon-like,,R1,USA,Bourbon
Michter's 10yo Single Barrel Bourbon,8.83,0.31,17,$$$$$+,Bourbon-like,,R1,USA,Bourbon
Elijah Craig Barrel Proof,8.82,0.31,21,$$$$,Bourbon-like,,R1,USA,Bourbon
Smooth Ambler Old Scout Single Barrel Bourbon,8.82,0.23,11,$$$$,Bourbon-like,,R1,USA,Bourbon
Yellowstone 2018 Limited Edition,8.82,0.18,3,$$$$$,Bourbon-like,,R3,USA,Bourbon
Barrell 15yo Craft Spirits Bourbon (Batch 001),8.81,0.5,4,$$$$$+,Bourbon-like,,,USA,Blend
Jefferson's 18yo Presidential Select,8.81,0.45,10,$$$$$+,Bourbon-like,,R3,USA,Bourbon
Parker’s Heritage 8th 13yo Wheat Whiskey,8.81,0.52,12,$$$$$+,Bourbon-like,,R0,USA,Bourbon
Wild Turkey Kentucky Spirit Single Barrel,8.81,0.28,18,$$$,Bourbon-like,,R2,USA,Bourbon
Colonel E.H. Taylor Single Barrel,8.8,0.39,14,$$$$,Bourbon-like,,R1,USA,Bourbon
Stagg Jr batch 3 (132.1 proof),8.8,0.21,8,$$$$,Bourbon-like,,R1,USA,Bourbon
Barrell Bourbon (all Batches),8.79,0.26,16,$$$$,Bourbon-like,,R3,USA,Bourbon
Barrell Bourbon Batch 016,8.79,0.11,4,$$$$,Bourbon-like,,R3,USA,Bourbon
Russell's Reserve Single Barrel,8.79,0.25,15,$$$$,Bourbon-like,,R2,USA,Bourbon
Wild Turkey 14yo Tradition,8.79,0.28,5,$$$$$,Bourbon-like,,R2,USA,Bourbon
Old Forester 1920 Prohibition Style,8.78,0.25,13,$$$$,Bourbon-like,,R2,USA,Bourbon
J.P. Wiser's Last Barrels,8.77,0.37,15,$$$,Bourbon-like,,,Canada,Blend
Stagg Jr batch 10 (126.4 proof),8.77,0.2,3,$$$$,Bourbon-like,,R1,USA,Bourbon
Booker's Small Batch Straight Bourbon,8.76,0.29,29,$$$,Bourbon-like,,R2,USA,Bourbon
Elijah Craig 18yo,8.76,0.43,16,$$$$$,Bourbon-like,,R1,USA,Bourbon
Knob Creek Single Barrel Reserve Bourbon,8.76,0.3,19,$$$,Bourbon-like,,R2,USA,Bourbon
Wild Turkey Diamond Anniversary,8.76,0.29,8,$$$$$,Bourbon-like,,R2,USA,Bourbon
Barrell Bourbon Batch 017,8.75,0.12,3,$$$$,Bourbon-like,,R3,USA,Bourbon
Elmer T. Lee Single Barrel Bourbon,8.75,0.35,20,$$$,Bourbon-like,,R2,USA,Bourbon
Barrell Bourbon Batch 007,8.74,0.21,5,$$$$,Bourbon-like,,R3,USA,Bourbon
Henry McKenna 10yo Single Barrel BiB,8.74,0.27,14,$$,Bourbon-like,,R1,USA,Bourbon
Old Grand-Dad Bourbon 114,8.74,0.3,19,$$,Bourbon-like,,R3,USA,Bourbon
Baker’s 7yo Small Batch Bourbon,8.73,0.34,25,$$$,Bourbon-like,,R2,USA,Bourbon
Jefferson's Ocean Aged at Sea,8.73,0.42,4,$$$$,Bourbon-like,,R3,USA,Bourbon
Old Forester Birthday (all editions),8.73,0.3,17,$$$$$,Bourbon-like,,R2,USA,Bourbon
Stagg Jr (all batches),8.73,0.36,25,$$$$,Bourbon-like,,R1,USA,Bourbon
Barrell Bourbon Batch 008,8.72,0.22,5,$$$$,Bourbon-like,,R3,USA,Bourbon
Maker's Mark Cask Strength,8.72,0.39,18,$$$$,Bourbon-like,,R0,USA,Bourbon
Orphan Barrel Barterhouse Bourbon 20yo,8.72,0.35,19,$$$$$,Bourbon-like,,R1,USA,Bourbon
Wild Turkey Rare Breed,8.72,0.31,24,$$$,Bourbon-like,,R2,USA,Bourbon
Yellowstone 2016 Limited Edition,8.72,0.42,3,$$$$$,Bourbon-like,,R3,USA,Bourbon
Barrell Bourbon Batch 004,8.71,0.33,8,$$$$,Bourbon-like,,R3,USA,Bourbon
Early Times BiB Kentucky Straight,8.71,0.3,5,$,Bourbon-like,,R1,USA,Bourbon
Yellowstone Limited Edition (all vintages),8.71,0.32,3,$$$$$,Bourbon-like,,R3,USA,Bourbon
Barrell Bourbon Batch 005,8.7,0.4,6,$$$$,Bourbon-like,,R3,USA,Bourbon
Four Roses Single Barrel Bourbon,8.7,0.3,27,$$$,Bourbon-like,,R3,USA,Bourbon
Old Weller Antique 107,8.7,0.29,20,$$,Bourbon-like,,R0,USA,Bourbon
Stagg Jr batch 7 (129.5 proof),8.7,0.47,4,$$$$,Bourbon-like,,R1,USA,Bourbon
Barton 1792 High Rye Bourbon,8.69,0.38,6,$$$,Bourbon-like,,R3,USA,Bourbon
Van Winkle Special Reserve 12yo Lot B,8.69,0.25,11,$$$$$+,Bourbon-like,,R0,USA,Bourbon
Barrell Bourbon Batch 002,8.68,0.51,3,$$$$,Bourbon-like,,R3,USA,Bourbon
Barton 1792 Full Proof Bourbon,8.67,0.41,13,$$$,Bourbon-like,,R2,USA,Bourbon
Blanton's Gold Kentucky Straight Bourbon,8.67,0.42,22,$$$$,Bourbon-like,,R2,USA,Bourbon
Colonel E.H. Taylor Small Batch (BiB),8.67,0.22,19,$$$$,Bourbon-like,,R1,USA,Bourbon
Elijah Craig 12yo,8.66,0.27,27,$$,Bourbon-like,,R1,USA,Bourbon
Old Forester Statesman,8.66,0.38,6,$$$,Bourbon-like,,R2,USA,Bourbon
Woodford Reserve Double Oaked,8.66,0.28,18,$$$$,Bourbon-like,,R2,USA,Bourbon
Blanton's Original Bourbon Single Barrel,8.65,0.29,27,$$$,Bourbon-like,,R2,USA,Bourbon
Jack Daniel's Single Barrel Barrel Proof,8.65,0.51,15,$$$$,Bourbon-like,,R1,USA,Bourbon
Parker’s Heritage 9th 8yo Malt Whiskey,8.65,0.45,10,$$$$$,Bourbon-like,,R1,USA,Bourbon
Eagle Rare 10yo,8.64,0.29,29,$$,Bourbon-like,,R1,USA,Bourbon
Ezra Brooks 7yo Old Ezra 101,8.64,0.32,8,$$,Bourbon-like,,R1,USA,Bourbon
Maker's Mark 46,8.62,0.35,25,$$$,Bourbon-like,,R0,USA,Bourbon
Barrell Whiskey Batch 002,8.61,0.43,3,$$$$,Bourbon-like,,,USA,Blend
"Buffalo Trace Experimental Collection 12yo floor #1 (wheat, 2015)",8.61,0.24,3,$$$$$,Bourbon-like,,R0,USA,Bourbon
Jefferson's Reserve Very Old Kentucky Straight Bourbon,8.61,0.39,9,$$$,Bourbon-like,,R3,USA,Bourbon
Stranahan's Colorado Whiskey,8.6,0.36,15,$$$$,Bourbon-like,,R0,USA,Bourbon
Jim Beam Single Barrel,8.59,0.13,4,$$,Bourbon-like,,R2,USA,Bourbon
Knob Creek Small Batch 9yo Bourbon,8.59,0.38,27,$$,Bourbon-like,,R2,USA,Bourbon
Barrell Whiskey Batch 004,8.58,0.46,5,$$$$,Bourbon-like,,,USA,Blend
Evan Williams Single Barrel,8.58,0.27,21,$$,Bourbon-like,,R1,USA,Bourbon
Corner Creek Reserve Bourbon,8.57,0.38,8,$$,Bourbon-like,,R2,USA,Bourbon
Jack Daniel's Master Distiller (all series),8.57,0.19,5,$$,Bourbon-like,,R1,USA,Bourbon
Bulleit Bourbon Barrel Strength,8.56,0.25,9,$$$$,Bourbon-like,,R3,USA,Bourbon
Heaven Hill 7yo BiB,8.56,0.53,3,$$,Bourbon-like,,R1,USA,Bourbon
Russell's Reserve Small Batch 10yo Bourbon,8.56,0.33,19,$$,Bourbon-like,,R2,USA,Bourbon
Barrell Bourbon Batch 006,8.55,1.05,4,$$$$,Bourbon-like,,R3,USA,Bourbon
Barrell Whiskey Batch 001,8.55,0.21,3,$$$$,Bourbon-like,,,USA,Blend
Buffalo Trace Bourbon,8.55,0.38,29,$$,Bourbon-like,,R1,USA,Bourbon
Willett Pot Still Reserve,8.54,0.49,13,$$$,Bourbon-like,,R2,USA,Bourbon
Jack Daniel's Single Barrel,8.53,0.33,20,$$$,Bourbon-like,,R1,USA,Bourbon
Barton 1792 Port Finished Bourbon,8.52,0.17,8,$$$,Bourbon-like,,R2,USA,Bourbon
"Buffalo Trace Experimental Collection 12yo floor #1 (rye, 2014)",8.52,0.22,5,$$$$$,Bourbon-like,,R1,USA,Bourbon
Willett Family Estate 9yo Bourbon,8.52,0.32,4,$$$$,Bourbon-like,,R2,USA,Bourbon
Barrell Whiskey (all Batches),8.51,0.47,7,$$$$,Bourbon-like,,,USA,Blend
Four Roses Small Batch Bourbon,8.51,0.44,20,$$,Bourbon-like,,R3,USA,Bourbon
Koval Single Barrel Bourbon,8.51,0.5,8,$$$,Bourbon-like,,R0,USA,Bourbon
Barton 1792 Small Batch Bourbon,8.5,0.38,23,$$,Bourbon-like,,R2,USA,Bourbon
Bulleit 10yo,8.5,0.37,19,$$$,Bourbon-like,,R3,USA,Bourbon
Wild Turkey Longbranch,8.5,0.25,11,$$$,Bourbon-like,,R2,USA,Bourbon
Barrell Infinity Barrel Project (all releases),8.49,0.34,5,$$$$,Bourbon-like,,,USA,Blend
Jim Beam 12yo Signature Craft,8.49,0.35,11,$$,Bourbon-like,,R2,USA,Bourbon
Jim Beam Bonded,8.49,0.36,12,$$,Bourbon-like,,R2,USA,Bourbon
Barrell Whiskey Batch 005,8.48,0.62,3,$$$$,Bourbon-like,,,USA,Blend
Barton 1792 Single Barrel Bourbon,8.48,0.39,7,$$$,Bourbon-like,,R2,USA,Bourbon
Koval Single Barrel Four Grain,8.48,0.31,5,$$$$,Bourbon-like,,R0,USA,Grain
Michter's Sour Mash,8.47,0.36,6,$$$,Bourbon-like,,R1,USA,Bourbon
Parker’s Heritage 10th 24yo Kentucky Straight Bourbon,8.47,0.87,9,$$$$$+,Bourbon-like,,R1,USA,Bourbon
Barton 1792 Sweet Wheat Bourbon,8.46,0.49,11,$$$$,Bourbon-like,,R0,USA,Bourbon
Legent Bourbon,8.46,0.29,10,$$$,Bourbon-like,,R1,USA,Bourbon
Smooth Ambler Contradiction Bourbon,8.46,0.46,4,$$$$,Bourbon-like,,R2,USA,Bourbon
Smooth Ambler Old Scout 7yo Bourbon,8.46,0.35,15,$$$,Bourbon-like,,R3,USA,Bourbon
Wild Turkey 101 Bourbon,8.46,0.36,27,$$,Bourbon-like,,R2,USA,Bourbon
Ancient Age 10yo Kentucky Straight Bourbon,8.45,0.35,8,$,Bourbon-like,,R2,USA,Bourbon
Michter's Small Batch US*1 Bourbon,8.45,0.35,18,$$$,Bourbon-like,,R1,USA,Bourbon
Angel's Envy Bourbon (Port-finished),8.44,0.5,18,$$$,Bourbon-like,,R2,USA,Bourbon
FEW Bourbon,8.44,0.52,12,$$$,Bourbon-like,,R3,USA,Bourbon
Orphan Barrel Entrapment Canadian 25yo,8.44,0.54,8,$$$$$,Bourbon-like,,R0,Canada,Blend
Old Grand-Dad Bourbon 100 BiB,8.43,0.57,15,$$,Bourbon-like,,R3,USA,Bourbon
Smooth Ambler Old Scout 10yo Bourbon,8.42,0.59,9,$$$$,Bourbon-like,,R3,USA,Bourbon
Bernheim Original Straight Wheat 7yo Small Batch,8.41,0.5,21,$$,Bourbon-like,,R0,USA,Wheat
Old Forester 1897 BiB,8.41,0.55,10,$$$,Bourbon-like,,R2,USA,Bourbon
Stagg Jr batch 1 (134.4 proof),8.41,0.43,17,$$$$,Bourbon-like,,R1,USA,Bourbon
Jefferson's Ocean,8.4,0.36,7,$$,Bourbon-like,,R3,USA,Bourbon
Old Fitzgerald Kentucky Straight Bourbon,8.38,0.5,6,$$,Bourbon-like,,R0,USA,Bourbon
Stagg Jr (batches 1-2),8.38,0.43,16,$$$$,Bourbon-like,,R1,USA,Bourbon
High West American Prairie,8.37,0.58,11,$$$,Bourbon-like,,R3,USA,Bourbon
Old Forester Signature (100 Proof),8.37,0.4,16,$$,Bourbon-like,,R2,USA,Bourbon
W.L. Weller Special Reserve,8.37,0.4,16,$,Bourbon-like,,R0,USA,Bourbon
Wild Turkey Forgiven,8.37,0.5,11,$$$,Bourbon-like,,R2,USA,Bourbon
Woodford Reserve Distiller's Select,8.37,0.33,24,$$,Bourbon-like,,R2,USA,Bourbon
Michter's Toasted Barrel,8.36,0.31,10,$$$$,Bourbon-like,,R1,USA,Bourbon
Heaven Hill 6yo BiB,8.35,0.38,11,$,Bourbon-like,,R1,USA,Bourbon
Bulleit Bourbon,8.34,0.35,29,$$,Bourbon-like,,R3,USA,Bourbon
Larceny Small Batch Bourbon,8.34,0.26,17,$$,Bourbon-like,,R0,USA,Bourbon
Yellowstone 2015 Limited Edition,8.34,0.64,4,$$$$$,Bourbon-like,,R3,USA,Bourbon
Elijah Craig Small Batch (NAS),8.33,0.3,10,$$,Bourbon-like,,R1,USA,Bourbon
Very Old Barton 6yo BiB,8.33,0.39,6,$$,Bourbon-like,,R2,USA,Bourbon
Evan Williams Bottled in Bond (White label),8.32,0.53,16,$,Bourbon-like,,R1,USA,Bourbon
Very Old Barton 6yo,8.32,0.45,9,$,Bourbon-like,,R2,USA,Bourbon
Balcones Baby Blue,8.31,0.59,15,$$$$,Bourbon-like,,R0,USA,Whiskey
Blanton's Special Reserve Single Barrel (Green label),8.31,0.36,8,$$$,Bourbon-like,,R2,USA,Bourbon
Basil Hayden’s Kentucky Bourbon,8.3,0.32,23,$$,Bourbon-like,,R3,USA,Bourbon
Jim Beam Double Oak,8.28,0.47,10,$$,Bourbon-like,,R2,USA,Bourbon
Old Forester 1870 Original Batch,8.27,0.2,3,$$$,Bourbon-like,,R2,USA,Bourbon
Jim Beam Distillers Masterpiece PX Sherry Cask Finish,8.25,0.86,8,$$$$$,Bourbon-like,,R2,USA,Bourbon
Parker’s Heritage 12th 2018 Finished in Orange Curaçao Barrels,8.25,0.93,5,$$$$$+,Bourbon-like,,R1,USA,Bourbon
Old Fitzgerald BiB,8.22,0.55,11,$$$,Bourbon-like,,R0,USA,Bourbon
Yellowstone Select,8.22,0.3,9,$$$,Bourbon-like,,R3,USA,Bourbon
Basil Hayden’s 10yo Bourbon,8.21,0.36,6,$$$$,Bourbon-like,,R3,USA,Bourbon
Bib & Tucker 6yo Bourbon,8.2,0.2,6,$$$,Bourbon-like,,R3,USA,Bourbon
George Dickel No.12,8.19,0.37,20,$$,Bourbon-like,,R1,USA,Bourbon
Maker's Mark,8.19,0.39,29,$$,Bourbon-like,,R0,USA,Bourbon
Evan Williams 1783 Small Batch,8.18,0.36,5,$,Bourbon-like,,R1,USA,Bourbon
Four Roses (Yellow Label),8.18,0.4,15,$,Bourbon-like,,R3,USA,Bourbon
Tincup American Whiskey,8.18,0.28,9,$$,Bourbon-like,,R3,USA,Bourbon
Jim Beam Black Label,8.17,0.4,19,$,Bourbon-like,,R2,USA,Bourbon
Koval Single Barrel Millet Whiskey,8.17,0.3,6,$$$,Bourbon-like,,R0,USA,Grain
Old Forester,8.15,0.48,15,$$,Bourbon-like,,R2,USA,Bourbon
Heaven Hill Trybox Series New Make,8.14,0.32,3,$,Bourbon-like,,R1,USA,Bourbon
Wild Turkey 81 Bourbon,8.13,0.47,18,$,Bourbon-like,,R2,USA,Bourbon
Henry McKenna Straight Bourbon,8.11,0.19,4,$,Bourbon-like,,R1,USA,Bourbon
Evan Williams (Black Label),8.1,0.46,17,$,Bourbon-like,,R1,USA,Bourbon
Jim Beam Devil's Cut,8.06,0.47,18,$,Bourbon-like,,R2,USA,Bourbon
Mellow Corn BiB,8.06,0.46,19,$,Bourbon-like,,R1,USA,Bourbon
Stagg Jr batch 2 (128.7 proof),8.04,0.82,3,$$$$,Bourbon-like,,R1,USA,Bourbon
Old Grand-Dad Bourbon (80/86 Proof),8.01,0.53,13,$$,Bourbon-like,,R3,USA,Bourbon
Jack Daniel's No. 27 Gold Double Barrelled,7.99,0.17,3,$$$$,Bourbon-like,,R1,USA,Bourbon
Jack Daniel's Gentleman Jack,7.93,0.45,17,$$,Bourbon-like,,R1,USA,Bourbon
Smooth Ambler Old Scout Yearling Bourbon,7.92,1.02,4,$$$,Bourbon-like,,R0,USA,Bourbon
Ezra Brooks Black Label,7.91,0.75,10,$,Bourbon-like,,R1,USA,Bourbon
Jefferson's Very Small Batch Bourbon,7.91,0.65,8,$$,Bourbon-like,,R3,USA,Bourbon
66 Gilead The Wild Oak,7.9,0.57,7,$$,Bourbon-like,,,Canada,Blend
Jack Daniel's Old No. 7,7.89,0.45,18,$$,Bourbon-like,,R1,USA,Bourbon
Ancient Age Kentucky Straight Bourbon,7.85,0.69,10,$,Bourbon-like,,R2,USA,Bourbon
Redemption High Rye Bourbon,7.82,0.62,7,$$,Bourbon-like,,R3,USA,Bourbon
Heaven Hill Old Syle Bourbon (white label),7.8,0.49,5,$,Bourbon-like,,R1,USA,Bourbon
Jim Beam Distillers Series,7.74,1.3,5,$$,Bourbon-like,,R2,USA,Bourbon
Ezra B 12yo Single Barrel,7.64,0.9,4,$$$,Bourbon-like,,R1,USA,Bourbon
Jim Beam White Label,7.63,0.57,22,$,Bourbon-like,,R2,USA,Bourbon
Rebel Yell Kentucky Bourbon,7.55,0.67,14,$,Bourbon-like,,R0,USA,Bourbon
Jim Beam Red Stag (Black Cherry),7.35,1.01,4,$,Bourbon-like,,,USA,Flavoured
Virginia Black,7.18,1.23,6,$$,Bourbon-like,,R2,USA,Bourbon
Early Times Kentucky Whisky,7.1,0.49,7,$,Bourbon-like,,R1,USA,Bourbon
